Date	Title
2016-10-05 	"Activist investor Elliott urges Samsung Electronics to ""demerge"""
2016-10-05 	Samsung Elec says carefully considering Elliott's proposals
2016-10-05 	Samsung Electronics says carefully considering Elliott's proposals
2016-10-05 	CORRECTED-UPDATE 3-U.S. activist Elliott urges overhaul at Samsung Electronics
2016-10-05 	Replacement Samsung Note 7 phone emits smoke on U.S. plane -family
2016-10-05 	Elliott’s Samsung attack may have staying power
2016-10-05 	Dialog Semi reviews guidance as Chinese holiday boosts 3rd qtr sales
2016-10-05 	Chip equipment maker Lam Research calls off KLA-Tencor deal
2016-10-05 	Google takes on Apple, Amazon with new hardware push
2016-10-05 	Samsung Elec investor APG Asset Management says Elliott proposals 'common sense'
2016-10-06 	Replacement Samsung Note 7 phone emits smoke on U.S. plane: family
2016-10-06 	Samsung Electronics says Q3 operating profit likely rose 5.6 pct y/y
2016-10-06 	Activist attack gives Samsung cover to restructure
2016-10-07 	REFILE-Google starts big advertising push around new Pixel phone
2016-10-07 	Google starts big advertising push around new Pixel phone
2016-10-07 	U.S. court reinstates Apple win over Samsung in patent case
2016-10-07 	U.S. court reinstates Apple $120 million patent win over Samsung
2016-10-07 	U.S. court reinstates Apple $120 mln patent win over Samsung
2016-10-09 	Samsung Elec suspends Galaxy Note 7 production -Yonhap
2016-10-09 	Samsung Electronics suspends Galaxy Note 7 production: Yonhap
2016-10-09 	AT&T stops Note 7 replacements after reports of fire
2016-10-10 	Samsung Elec says adjusting Note 7 supply due to fire reports
2016-10-10 	Samsung temporarily halts Galaxy Note 7 production: source
2016-10-10 	U.S. carriers halt Samsung Note 7 exchanges on safety concerns
2016-10-10 	Verizon may shift holiday marketing away from Note 7-spokeswoman
2016-10-10 	Verizon may shift holiday marketing away from Note 7: spokeswoman
2016-10-10 	S.Korea advises airplane passengers to turn off Galaxy Note 7 phones
2016-10-10 	South Korea advises airplane passengers to turn off Galaxy Note 7 phones
2016-10-10 	US STOCKS SNAPSHOT-Wall St rises on energy, Apple boost
2016-10-10 	S.Korea shares hit by Samsung Electronics woes, won drops
2016-10-11 	REFILE-Note 7 fiasco could burn a $17 bln hole in Samsung accounts
2016-10-11 	Note 7 fiasco could burn a $17 billion hole in Samsung accounts
2016-10-11 	Samsung Elec could permanently halt Galaxy Note 7 sales: source
2016-10-11 	US STOCKS-Wall St falls as Alcoa's results disappoint
2016-10-11 	US STOCKS-Wall St drops as earnings season begins on dour note
2016-10-11 	US STOCKS-Futures fall on weak oil; earnings in focus
2016-10-11 	GLOBAL MARKETS-Dollar leaves rivals for dust, FTSE hits record high
2016-10-11 	US STOCKS-Wall St dragged down by healthcare stocks
2016-10-11 	Apple-Samsung iPhone patent feud leaves U.S. top court struggling
2016-10-12 	Britain's Royal Mail bans delivery of Samsung Galaxy Note 7s
2016-10-12 	Samsung Elec cuts Q3 operating profit guidance on Note 7 impact
2016-10-12 	Samsung sends fireproof packaging and gloves for Note 7 returns
2016-10-12 	Elliott says view on Samsung not diminished despite Note 7 issues
2016-10-12 	Samsung Elec shares rise for first time in four days
2016-10-12 	Huawei and Lenovo salivate at Samsung phone fail
2016-10-12 	South Korean shipbuilders eyed for LNG carriers deal worth $3.8 billion
2016-10-12 	European shares fall slightly as Ericsson slumps
2016-10-12 	S.Korea won, stocks down on Fed cues, weak China data; BOK stands pat
2016-10-13 	Samsung Vietnam says no cuts in jobs this year despite Note 7 woes
2016-10-13 	Samsung Electronics shares rise for first time in four days
2016-10-13 	S.Korea c.bank: We don't see Samsung Galaxy Note 7 issue hitting GDP growth
2016-10-13 	Samsung slashes third quarter profit estimate by a third after pulling plug on Note 7
2016-10-13 	CORRECTED-Samsung Vietnam says no cuts in jobs this year despite Note 7 woes
2016-10-13 	Samsung expects another $3 bln hit to profit from Note 7 failure
2016-10-13 	Samsung Electronics cuts third quarter operating profit guidance on Note 7 impact
2016-10-13 	CORRECTED-BRIEF-Phoenix Semiconductor Philippines Corp says does not produce components for Samsung Note 7
2016-10-14 	Samsung offers alternative phones to Note 7 to appease India customers
2016-10-14 	Samsung's damaging smartphone crisis could put screws on won
2016-10-15 	Singapore Airlines bans Samsung Galaxy Note 7 on its flights
2016-10-17 	S.Korea economy will meet 2016 growth f'cast despite Samsung Note 7 risk-finmin official
2016-10-17 	Investment firm appeals Google, Samsung patent infringement verdict
2016-10-18 	Samsung faces potential class action in U.S. over Note 7
2016-10-19 	South Korea prosecutors indict Lotte chairman, 21 others
2016-10-19 	CORRECTED-UPDATE 1-Smartphone component supplier Laird warns of lower FY profit, shares plunge
2016-10-19 	REFILE-CORRECTED-UPDATE 1-Smartphone component supplier Laird warns of lower FY profit, shares plunge
2016-10-20 	Samsung enlists Ukrainians to beat Hungary labour crunch
2016-10-20 	Verizon revenue drops as subscriber additions disappoint
2016-10-20 	Samsung enlists Ukrainians to beat Hungary labor crunch
2016-10-24 	Samsung offers upgrade program for South Korea Note 7 customers
2016-10-24 	Samsung Electronics denies report of talks to buy French audio maker Focal
2016-10-24 	Samsung offers phone upgrade programme for S.Korea Note 7 customers
2016-10-24 	SK Hynix says Q3 operating profit falls 47.5 pct vs yr earlier
2016-10-25 	Samsung's halt of Galaxy Note 7 hurt third-quarter GDP: finance ministry official
2016-10-25 	For Apple, surprise hunger for big phones leaves money on table
2016-10-25 	Samsung chip supplier AMS warns of customer setback, shares plunge
2016-10-25 	GLOBAL MARKETS-Japan shares hit 6-mth top, US dlr in demand
2016-10-25 	Fiat Chrysler raises profit forecast, rules out disposals this year
2016-10-26 	Largan, Samsung settle camera lens patent dispute
2016-10-26 	Samsung Elec Q3 profit falls 30 pct after Note 7 failure
2016-10-26 	China's OPPO uses sales rep army, ad blitz to leapfrog over smartphone rivals
2016-10-26 	OPPO leapfrogs smartphone rivals with ad blitz and sales force
2016-10-26 	U.S. FCC chairman wants more industry action on robocalls
2016-10-27 	Samsung Elec to buy 181 bln won of shares in Samsung Heavy rights issue
2016-10-27 	Samsung SDI widens loss in Q3 after demise of Galaxy Note 7s
2016-10-27 	Samsung SDI widens loss in third quarter after demise of Galaxy Note 7s
2016-10-27 	Samsung heir’s new job comes with tough to-do list
2016-10-27 	LG Electronics says third-quarter profit down 3.7 percent vs. year earlier
2016-10-27 	Samsung Electronics vows mobile rebound, dangles buyback after Note 7 shock
2016-10-28 	Google tries new approach with voice on Pixel phone
2016-10-30 	Warming to lithium-ion, Toyota charges up its battery options
2016-11-02 	Fitbit forecasts dismal holiday quarter, shares sink
2016-11-03 	Samsung Elec says reviewing ways to limit Note 7 environment impact
2016-11-03 	ASML buys 24.9 percent stake in Carl Zeiss subsidiary SMT for 1 billion euros
2016-11-03 	Huawei wants to beat Apple in smartphones in two years: exec
2016-11-03 	ASML buys 24.9 pct stake in Carl Zeiss subsidiary SMT for 1 bln euros
2016-11-03 	Global air freight demand accelerates in September -IATA
2016-11-03 	Global air freight demand accelerates in September: IATA
2016-11-03 	Huawei launches new premium phone that can learn
2016-11-03 	Fitbit needs new hit for shares to regain health
2016-11-04 	Samsung recalls 2.8 million washing machines in U.S. over injury risk
2016-11-06 	S.Korea scandal shines light on corporate, government nexus
2016-11-06 	South Korea scandal shines light on corporate, government nexus
2016-11-07 	S.Korea says growth sluggish, uncertainties to economy growing
2016-11-11 	Taiwan's Hon Hai logs 4th quarterly net profit fall after Sharp acquisition
2016-11-12 	S.Korea prosecutors question heads of conglomerates in probe over political scandal -Yonhap
2016-11-14 	Samsung Elec agrees to buy Harman for $8 billion
2016-11-14 	US STOCKS-Wall St down as tech drag offsets financial sector's rise
2016-11-14 	US STOCKS-Wall St falls as tech drags; investors eye Trump policies
2016-11-14 	Wall Street ends flat as financials' rise offsets tech drop
2016-11-14 	US STOCKS-Wall St ends flat as financials' rise offsets tech drop
2016-11-15 	South Korea FX official expects Trump to strengthen Treasury's currency reporting scheme
2016-11-15 	Chinese consumers' body takes up complaints of iPhone shutdowns with Apple
2016-11-16 	Elbit gets Samsung SDS deal for critical infrastructure security
2016-11-17 	Best Buy same-store sales beat estimates, shares hit 3-year high
2016-11-20 	Galaxy Note 7 recall did not damage Samsung brand in U.S.: Reuters/Ipsos poll
2016-11-21 	Coolpad shares hit 4-year low on profit warning
2016-11-22 	REFILE-S.Korea prosecutors raid National Pension Service over Samsung C&T deal  -Yonhap
2016-11-23 	As Samsung moves on from Note 7 crisis, SDI battery affiliate struggles
2016-11-23 	U.S. offers mobile device guidelines to curb driver distraction
2016-11-23 	Wednesday Morning Briefing: Trump might have changed his mind
2016-11-24 	South Korea political crisis hits Park rating, consumer confidence
2016-11-24 	Presidential scandal can spur reform at Korea Inc
2016-11-28 	Samsung Elec says not considering merger of a holding firm and Samsung C&T
2016-11-28 	Samsung Elec says reviewing shift to holding company structure
2016-11-28 	CORRECTED-UPDATE 2-Samsung Elec mulls holding company move, boosts payout
2016-11-29 	Samsung sets cautious tone with activist fund
2016-11-29 	REFILE-CORRECTED-UPDATE 2-Samsung Elec mulls holding company move, boosts payout
2016-11-29 	Samsung Elec mulls holding company move, boosts payout
2016-11-30 	Reuters Select: Remember the Plaza
2016-12-01 	Fallen smartphone brand Nokia challenges Apple, Samsung again
2016-12-02 	Asia stock funds see pockets of value after Trump sell-off
2016-12-02 	Samsung Heavy says $776.8 mln order for LNG facility cancelled
2016-12-04 	South Korea's President Park faces crucial week amid impeachment push
2016-12-04 	S.Korea won, stocks slip on turmoil following Italy's referendum
2016-12-05 	Samsung Group's Lee says will take responsibility for scandal
2016-12-05 	Panasonic may buy ZKW to accelerate push into auto electronics: source
2016-12-06 	Samsung Elec says U.S. court ruling in patent case a victory
2016-12-06 	Samsung Elec says US court ruling in patent case a victory
2016-12-06 	U.S. Supreme Court backs Samsung in smartphone fight with Apple
2016-12-06 	S.Korea stocks flat despite Samsung Electronics' record high, won edges up
2016-12-06 	Apple says iPhone 6 battery fires in China likely caused by external factors
2016-12-06 	WRAPUP 1-South Korea's Park digs in, as tycoons deny seeking favours
2016-12-06 	South Korea's Park digs in, as tycoons deny seeking favors
2016-12-08 	GLOBAL MARKETS-ECB spooks bond markets with stimulus slowdown
2016-12-08 	South Korea parliament introduces bill to impeach Park; vote due Friday
2016-12-09 	Bahrain's Bapco gets bids for $5 bln refinery expansion: sources
2016-12-11 	Nikkei rises to fresh 1-year high on strong Wall St; defensive stocks catch up
2016-12-13 	HMD launches its first new Nokia phones
2016-12-13 	VR firm Survios gets investment from Metro-Goldwyn-Mayer
2016-12-13 	Power Integrations, Fairchild Semiconductor split Federal Circuit win
2016-12-14 	South Korea's powerful business lobby group dealt big blow by Park scandal
2016-12-15 	South Korea political scandal puts corporate decisions on ice
2016-12-15 	Blackberry says China's TCL to make BlackBerry-branded devices
2016-12-16 	Apple can sell iPhone 7s in Indonesia after R&D investment commitment
2016-12-18 	Virtual assistants expected to top virtual reality in holiday sales
2016-12-21 	CORRECTED-UPDATE 2-S.Korea seeks arrest of daughter of Park's friend at centre of scandal
2016-12-21 	South Korea seeks arrest of daughter of Park's friend at center of scandal
2016-12-21 	Nokia sues Apple for infringing patents, industry back on war footing
2016-12-27 	Amazon calls 2016 holiday season its best ever; shares rise
2016-12-27 	"Amazon says 2016 holiday season ""best-ever"""
2016-12-28 	S.Korea slashes 2017 GDP forecast, makes plans to shore up consumption
2016-12-29 	DEALS-Corporate makeovers drive corporate takeovers in 2016 M&A bonanza
2016-12-29 	South Korea prosecutor seeks arrest warrant for pension chief
2016-12-29 	South Korea prosecutor seeks arrest warrant for pension fund chief
2016-12-29 	Korea scandal shows risk of pension giant
2016-12-30 	"INSIGHT-How ties to an ""equestrian princess"" landed Samsung at center of a scandal"
2016-12-30 	How ties to an 'equestrian princess' landed Samsung at center of a scandal
2017-01-02 	German and French share indexes start 2017 on a weaker note
2017-01-03 	South Korea seeks extradition from Denmark of daughter of Park's friend
2017-01-04 	CORRECTED-LG Display says in talks with Samsung Elec on supplying LCD TV panels
2017-01-05 	Google pushes virtual reality harder with new phones from partners
2017-01-05 	Initial Samsung production target is 10 million Galaxy S8 phones: media
2017-01-05 	Initial Samsung production target is 10 mln Galaxy S8 phones: media
2017-01-06 	Samsung Electronics forecasts fourth-quarter profit at over three-year high
2017-01-06 	LG Electronics estimates first quarterly operating loss in six years
2017-01-07 	HMD Global launches first Nokia smartphone
2017-01-09 	South Korean leader's friend Choi now charged with bribery
2017-01-10 	U.S. finds harm from dumping of washing machines from China
2017-01-11 	Samsung leader named a suspect in South Korea political probe
2017-01-11 	REFILE-UPDATE 3-Samsung leader named a suspect in S.Korea political probe
2017-01-11 	Corephotonics raises $15 million from Samsung, Foxconn, MediaTek
2017-01-11 	Corephotonics raises $15 mln from Samsung, Foxconn, MediaTek
2017-01-11 	Samsung Group leader Lee arrives at S.Korea prosecution office for questioning
2017-01-12 	Samsung leader leaves South Korea special prosecution office: Yonhap
2017-01-12 	Samsung leader leaves S.Korea special prosecution office -Yonhap
2017-01-12 	Judge throws out several claims in Samsung wall mount lawsuit
2017-01-13 	Samsung leader quizzed for over 22 hours in South Korea corruption scandal
2017-01-13 	No sleep, a $5 meal: Samsung scion questioned for straight 22 hours
2017-01-15 	Key Samsung shares steady, market awaits S.Korea prosecution decision on leader
2017-01-15 	South Korea prosecutor weighs economic impact of arrest of Samsung chief
2017-01-15 	South Korea prosecutor indicts NPS chief in political scandal probe
2017-01-15 	S.KOREA COURT TO HOLD HEARING ON WEDNESDAY TO REVIEW ARREST WARRANT OF SAMSUNG'S LEE: YONHAP
2017-01-15 	Key Samsung shares steady, market awaits South Korea prosecution decision on leader
2017-01-15 	Davos elite faces evaporating trust in 'post-truth' era
2017-01-15 	S.Korea prosecutor indicts NPS chief in political scandal probe
2017-01-16 	Samsung Group says does not accept bribery accusations
2017-01-16 	South Korea prosecutor seeks arrest of Samsung chief for bribery
2017-01-16 	South Korea president's friend denies knowledge of Samsung's 2015 merger plan
2017-01-16 	S.Korea president's friend denies knowledge of Samsung's 2015 merger plan
2017-01-16 	ASIA CREDIT CLOSE: Pipeline stays busy ahead of Trump inauguration
2017-01-16 	REFILE-UPDATE 5-S.Korea prosecutor seeks arrest of Samsung chief for bribery
2017-01-17 	CORRECTED-Samsung chief faces long day as S.Korean court weighs arrest warrant
2017-01-17 	Samsung chief faces long day as South Korean court weighs arrest warrant
2017-01-17 	Samsung scion Lee faces court hearing on arrest warrant
2017-01-17 	South Korea finance minister says not time yet to discuss Samsung leader's possible arrest
2017-01-17 	Tuesday Morning Briefing: May lays out Brexit plans
2017-01-18 	Indian government wants Apple, but not all officials are biting
2017-01-19 	Samsung Elec says to hold Galaxy Note 7 press briefing on Jan 23
2017-01-19 	Samsung leads Elliott outside its comfort zone
2017-01-19 	Samsung Electronics says to hold Galaxy Note 7 briefing on January 23
2017-01-19 	South Korea prosecutors undecided on further arrest warrant request for Samsung chief
2017-01-20 	Apple files $1 billion lawsuit against chip supplier Qualcomm
2017-01-20 	MBK Partners-backed ING Life Korea plans $1 billion IPO this year: IFR
2017-01-20 	MBK Partners-backed ING Life Korea plans $1 bln IPO this year-IFR
2017-01-21 	As nuclear loss grows, Toshiba needs chip investors, soon
2017-01-22 	Samsung Elec won't unveil Galaxy S8 smartphone at MWC show: exec
2017-01-22 	Samsung Electronics says battery defects caused Note 7 fires
2017-01-22 	Samsung Electronics won't unveil Galaxy S8 smartphone at MWC show: executive
2017-01-23 	LG Display reports record fourth-quarter profits; panel prices seen rising further
2017-01-23 	China approves first list of green car models for subsidies this year
2017-01-23 	Foxconn's $7 bln U.S. bet goes beyond politics
2017-01-24 	South Korea economy falters in fourth quarter as consumption, construction slump amid political crisis
2017-01-24 	U.S. agency calls for safer lithium-ion batteries after Samsung fires
2017-01-25 	SK Hynix says closely monitoring Toshiba memory business stake sale
2017-01-25 	CORRECTED-UPDATE 1-LG Display reports record Q4 profits; panel prices seen rising further
2017-01-25 	Woman at center of South Korea scandal shouts out her innocence
2017-01-25 	SK Hynix says 4th qtr operating profit up 55 pct vs year earlier
2017-01-25 	Chipmaker Qualcomm's revenue rises 3.9 pct amid legal challenges
2017-01-25 	With new class action, phone and tablet buyers add to Qualcomm’s woes
2017-01-25 	Qualcomm misses revenue estimates, defends licensing model
2017-01-26 	Toshiba reckoning looms with chip decision, nuclear hole unresolved
2017-01-26 	Toshiba decides to split off core chip business, sell stake
2017-01-27 	Toshiba to sell part of chip business, puts overseas nuclear ops under review
2017-01-27 	With supplies tight, memory chipmakers head into ultra-super-cycle
2017-01-30 	S.Korea stocks, won fall as Trump policy risk worsens sentiment
2017-01-31 	Samsung sued over television energy-efficiency claims
2017-01-31 	Apple defies Wall Street with strong revival in iPhone sales
2017-01-31 	Seadrill's $14 billion debt plan assumes sharp rebound in rig rates
2017-01-31 	Seadrill's $14 bln debt plan assumes sharp rebound in rig rates
2017-02-01 	Moon clear front-runner after ex-U.N. chief ends S.Korea presidential bid
2017-02-01 	Samsung Elec may build a U.S. manufacturing base for appliances -source
2017-02-02 	Samsung Elec may build U.S. plant for home appliances: source
2017-02-04 	"Chinese industry wants ""win-win"" end to U.S. anti-dumping duties on washing machines"
2017-02-04 	Chinese industry wants 'win-win' end to U.S. anti-dumping duties on washing machines
2017-02-05 	Hyundai Motor Group promotes fewer execs after flagship's profit drop
2017-02-06 	Hyundai Motor Group promotes fewer executives after flagship's profit drop
2017-02-06 	Samsung Group says process to disband its corporate strategy office underway
2017-02-07 	AMS Q4 revenue falls, sees strong growth potential in 2017
2017-02-07 	AMS set for strong 2017 on Heptagon deal and iPhone 8
2017-02-07 	Toshiba wants funds not peers to buy chip stake-source
2017-02-07 	Amazon's payments unit nearly doubles money processed
2017-02-08 	Factbox: Asian company investments in U.S. as Trump takes office
2017-02-08 	Federal Circuit punts on Apple v. Samsung retrial question
2017-02-10 	Osram to hire 1,000 in Germany for smartphone infrared push
2017-02-12 	Samsung Group chief appears at S.Korea special prosecutor's office
2017-02-12 	S. Korea's ING Life Insurance applies for IPO approval -Korea Exchange
2017-02-13 	Samsung Group chief leaves prosecutor's office after questioning
2017-02-13 	Samsung chief grilled for 15 hours in South Korea graft probe
2017-02-14 	Samsung Elec shares down as prosecution seeks arrest of Samsung chief
2017-02-14 	South Korean prosecution again seeks arrest of Samsung chief
2017-02-14 	South Korean prosecutor seeks arrest warrant for Samsung chief
2017-02-15 	S.Korea prosecutor says secured additional evidence against Samsung chief
2017-02-15 	South Korea prosecutor says secured additional evidence against Samsung chief
2017-02-15 	Toshiba may delay chip auction after widening sale to majority stake: source
2017-02-16 	S.Korea Court approves warrant to arrest Samsung Group chief
2017-02-16 	South Korea court rejects prosecution request on raid to presidential office: Yonhap
2017-02-16 	Lenovo targets profitable mobile division by year-end after third-quarter earnings drop
2017-02-17 	South Korean prosecutor widens charges against Samsung chief Lee
2017-02-17 	Heir's arrest keeps Samsung off-balance
2017-02-17 	S.Korean prosecutor widens charges against Samsung chief Lee
2017-02-17 	EMERGING MARKETS-Stocks, currencies cool off after balmy week
2017-02-17 	Reuters Select: When Mexican taxpayer money was sentenced to life in prison
2017-02-21 	Olympics-2018 Games chief has no doubts about Samsung commitment
2017-02-21 	2018 Games chief has no doubts about Samsung commitment
2017-02-22 	Lawyers for South Korea's Park accuse court reviewing impeachment of bias
2017-02-22 	SK Hynix CEO says will consider fresh bid for Toshiba chip unit stake
2017-02-22 	Bank of Korea holds interest rates for eighth month as uncertainty dominates
2017-02-23 	Tech breakthroughs take a backseat in upcoming Apple iPhone launch
2017-02-23 	European shares slip as pull-back in banks, miners weighs
2017-02-23 	Game company seeks to block Facebook from using virtual reality code
2017-02-23 	Dialog Semiconductor sees good sales growth in 2017
2017-02-24 	Samsung Display gets licence to invest $2.5 bln more in Vietnam: state TV
2017-02-24 	Samsung Display gets license to invest $2.5 billion more in Vietnam: state TV
2017-02-26 	Nokia goes back to the future with 49 euro phone
2017-02-26 	Google's digital assistant comes to new Android phones
2017-02-26 	Huawei seeks to exploit Samsung gap with new smartphone
2017-02-26 	Samsung Electronics sets March 29 for Galaxy S8 launch
2017-02-26 	Samsung launches new tablets in flagship phone hiatus
2017-02-27 	South Korean prosecutors are denied Park scandal probe extension
2017-02-27 	Monday Morning Briefing: And the Oscar goes to La La…wait…Moonlight!
2017-02-27 	S.Korea president again says never advanced personal gain in office
2017-02-27 	South Korea president again says never advanced personal gain in office
2017-02-28 	Samsung Group chief charged with bribery, corporate nerve center dismantled
2017-02-28 	S.Korean won ends near 19-week high; stocks edge up
2017-02-28 	Samsung SDI says Samsung Elec's head of memory business chosen as new CEO
2017-02-28 	Tuesday Morning Briefing: Trump makes his debut on Capitol Hill
2017-03-01 	Samsung Electronics creates office for product quality improvement
2017-03-01 	Samsung Elec creates office for product quality improvement
2017-03-03 	Star-studded legal team will seek to save Samsung chief
2017-03-06 	Asia investors put aside trade war fears to bet on reflation
2017-03-06 	South Korea Park's lawyer says bribery charge is 'fiction, far from truth'
2017-03-06 	"S.Korea Park's lawyer says bribery charge is ""fiction, far from truth"""
2017-03-06 	S.Korea special prosecutor: President Park colluded with friend to receive Samsung bribe
2017-03-07 	WikiLeaks claims publication of secret CIA hacking tools
2017-03-07 	What do I need to know about the CIA's hacking program?
2017-03-07 	Ex-Tesla manager seeks $4 bln for Europe's biggest battery plant
2017-03-07 	Ex-Tesla manager seeks $4 billion for Europe's biggest battery plant
2017-03-08 	Foxconn approaches chipmaker SK Hynix for joint Toshiba bid-Nikkei
2017-03-08 	Foxconn approaches chipmaker SK Hynix for joint Toshiba bid: Nikkei
2017-03-08 	Samsung to expand in U.S., shift some manufacturing from Mexico: WSJ
2017-03-08 	Samsung to expand in US, shift some manufacturing from Mexico-WSJ
2017-03-09 	Samsung Group chief denies all charges as 'trial of the century' begins
2017-03-09 	Chief of South Korea's Samsung Group denies all charges: Yonhap
2017-03-09 	Foxconn not favored bidder for Toshiba's chip unit due to China link: sources
2017-03-09 	WikiLeaks offers CIA hacking tools to tech companies: Assange
2017-03-09 	CORRECTED-Apple's Siri learns Shanghainese as voice assistants race to cover languages
2017-03-09 	Apple's Siri learns Shanghainese as voice assistants race to cover languages
2017-03-10 	Alphabet adds patent claim to Uber intellectual property theft lawsuit
2017-03-10 	South Korea's ING Life gets Korea Exchange's nod for planned IPO
2017-03-10 	Chicken tonight: many South Koreans celebrate removal of president
2017-03-10 	GLOBAL MARKETS-Asia stocks firm ahead of U.S. jobs, dollar hits 7-week high vs yen
2017-03-10 	Park ouster frees up Seoul for the real fight
2017-03-13 	South Korea's Park criticized over defiance, faces calls for investigation
2017-03-14 	Connected or mechanical? TAG Heuer tries to bridge gap with module watch
2017-03-14 	In Korea scandal, daughter of ousted president's friend may claim asylum in Denmark: lawyer
2017-03-15 	Vietnam targets YouTube ads in campaign against dissent
2017-03-16 	South Korean prosecutors call in SK Group officials for questioning
2017-03-17 	South Korea's Netmarble Games considers up to $2.56 billion IPO: source
2017-03-17 	S.Korea stocks end near 2-yr high on Samsung Electronics rally; won calm
2017-03-19 	South Korea Netmarble Games says IPO to be worth up to $2.35 billion
2017-03-20 	Ousted South Korea leader Park turns to loyalists for defense
2017-03-20 	REFILE-Ousted S.Korea leader Park turns to loyalists for defense
2017-03-20 	Elderly founder of South Korea's Lotte Group denies charges in dramatic start to graft trial
2017-03-20 	Elderly founder of S.Korea's Lotte Group denies charges in dramatic start to graft trial
2017-03-20 	Vietnam seeks South Korean support in South China Sea
2017-03-21 	South Korea's ousted leader Park grilled for 14 hours in graft probe
2017-03-21 	Security experts question impact of carry-on electronics ban
2017-03-21 	With no script, marathon questioning is beyond comfort zone for South Korea's Park
2017-03-21 	Supreme Court gets rid of delay defense in patent cases
2017-03-22 	South Korea's Park goes home after 14-hour interrogation in graft probe
2017-03-22 	Israel's Autotalks raises $30 mln, total to date $70 mln
2017-03-23 	Samsung Elec says will further improve transparency to shareholders
2017-03-23 	Samsung Electronics says will further improve transparency to shareholders
2017-03-24 	Samsung Electronics rejects calls for holding company structure, for now
2017-03-24 	Daewoo CEO says should step down if shipbuilder is unable to turn profit
2017-03-28 	If arrested, South Korea's Park will be in larger cell than others, but lights out at 9
2017-03-29 	Crisis can make South Korea great again
2017-03-29 	Samsung launches Galaxy S8 and dreams of recovery from Note 7
2017-03-30 	Samsung Electronics' mobile chief says Galaxy S8 sales to beat S7's
2017-03-31 	South Korea's Park may be in larger cell than others, but lights out at 9
2017-03-31 	Embattled Samsung Group chief paid $1 mln by flagship affiliate in 2016-filing
2017-03-31 	Samsung Group boss earned $1 million at flagship in first quarter, shows first disclosure
2017-04-03 	Bahrain's Bapco starts talks with contractors on Sitra expansion bids
2017-04-03 	Australian state says 90 firms interested in supplying grid-scale batteries
2017-04-06 	Israeli management software start-up Dapulse raises $25 mln
2017-04-06 	Israeli automotive chip firm Valens raises $60 million
2017-04-06 	Comcast goes into U.S. wireless business with unlimited data plans
2017-04-07 	LG Electronics estimates first quarter profit surged, likely best in nearly eight years
2017-04-09 	Google offers at least $880 million to LG display for OLED investment: Electronic Times
2017-04-09 	Google offers at least $880 mln to LG display for OLED investment-Electronic Times
2017-04-10 	Elliott applies U.S. activist investor tactics to BHP offensive
2017-04-10 	Foxconn could bid up to $27 bln for Toshiba's chip business-Bbg
2017-04-10 	Foxconn could bid up to $27 billion for Toshiba's chip business: Bbg
2017-04-10 	BHP rebuffs Elliott's reform plan, says costs outweigh gains
2017-04-10 	Australia shares rise for third straight session as oil gains; NZ up
2017-04-12 	BHP rejects Elliott's overhaul proposals as flawed, costly
2017-04-12 	Samsung Elec says Galaxy S8 preorders better than expected so far
2017-04-13 	Samsung putting Note 7 behind it as S8 pre-orders surpass S7's
2017-04-14 	Apple considers bidding for big stake in Toshiba chip business: report
2017-04-17 	Edison, GE unveil new battery systems at California gas plants
2017-04-17 	Court reduces verdict against Samsung in Rembrandt patent case
2017-04-18 	South Korea's Daewoo Shipbuilding unlocks $2.6 billion bailout after bondholder approval
2017-04-18 	S.Korea's Daewoo Shipbuilding unlocks $2.6 bln bailout after bondholder approval
2017-04-20 	Western Digital would consider Japan partners for Toshiba chip unit bid
2017-04-21 	FDA approves Samsung Bioepis' copy of J&J's Remicade: company
2017-04-21 	CORRECTED-U.S. FDA approves Samsung Bioepis' copy of J&J's Remicade: company
2017-04-21 	Netmarble Games raises $2.3 billion in South Korea's second-biggest IPO
2017-04-21 	KKR, INCJ plan joint bid for Toshiba's chip unit: Nikkei
2017-04-21 	Tech companies urge Trump to continue FTC case against Qualcomm
2017-04-24 	Austrian chip maker AMS may raise mid-term revenue growth target
2017-04-26 	Samsung Elec says Q1 operating profit up 48 pct y/y
2017-04-26 	Canon raises annual profit outlook on Toshiba medical unit acquisition
2017-04-27 	Lazard profit beats estimates as deal-making picks up
2017-04-27 	South Korea's LG Elec reports best quarterly profit in nearly eight years
2017-05-01 	Six killed in crane collapse at Samsung shipyard in South Korea
2017-05-01 	Five killed in crane accident at Samsung shipyard in South Korea
2017-05-02 	Samsung Electronics gets South Korea nod to test driverless car carrying its parts, software
2017-05-02 	Samsung Elec gets S.Korea nod to test driverless car carrying its parts, software
2017-05-02 	Microsoft unveils Windows 10 S for its Surface laptops
2017-05-02 	Asia Graphics-Asia-Pacific equities extend gains in April
2017-05-02 	South Korea Samsung Heavy shipyard halts work after crane collapse
2017-05-02 	EMERGING MARKETS-EM stocks hit 20-mth high on tech rally, currencies gain
2017-05-02 	Asian factories get off to solid start in second quarter
2017-05-02 	GLOBAL ECONOMY-Asian factories get off to solid start in second quarter
2017-05-02 	GLOBAL MARKETS-Hi-tech leads Asia shares near 2-year high despite soft China, U.S. data
2017-05-03 	Peugeot gears up with nuTonomy for self-driving car test
2017-05-06 	Australian push may open more doors for batteries on power grids
2017-05-08 	S.Korean stocks end at record high on French election relief, won firmer
2017-05-09 	Dialog Semi Q1 underlying oper profit beats expectations
